date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
15/7/2025,247235,2510,50124,227381,299244,311634,61337,192831,9933,2199,13008,7956,31350
16/7/2025,249063,2432,51130,228324,305520,313542,61762,193473,9857,2573,12954,8237,31292
17/7/2025,244458,2316,51548,224411,297156,304802,61091,188463,10986,3881,15073,8760,30885
18/7/2025,238601,2375,52276,232094,297657,297190,67648,186157,12043,5094,17623,9516,32321
19/7/2025,157396,2177,46387,160924,213950,169018,57668,115470,11797,5965,16152,8460,18699
20/7/2025,145109,2244,47569,136108,178693,143599,49408,92956,12209,4907,16770,6989,18626
21/7/2025,239826,2400,50787,219730,280588,289758,60066,181661,11325,2656,14460,8271,30319
22/7/2025,238318,2420,51145,223872,290261,302002,60182,187072,10260,2554,13250,8142,30087
23/7/2025,247281,2309,50863,227249,298075,311409,62702,191116,10372,2464,12900,8226,30966
24/7/2025,243377,2458,50489,226674,295755,309036,62496,189367,11388,4216,16074,8272,30964
25/7/2025,238151,2224,53447,228439,295292,303201,66537,187170,12325,5755,19775,9640,32880
26/7/2025,156180,2245,48430,174696,212583,185963,54920,115689,12075,6236,18297,8559,22662
27/7/2025,140596,2102,47497,131494,178143,146739,49152,90085,12126,4722,18376,7152,19386
28/7/2025,236090,2289,50750,216294,277435,287166,61839,180114,11270,2587,15038,8275,29828
29/7/2025,240692,2206,50635,220764,287640,300777,61292,183384,9890,2671,12833,8138,29867
30/7/2025,242958,2255,49793,224223,295466,307186,62219,186972,9821,2996,13063,8356,29879
31/7/2025,239229,2307,51048,221768,290916,301414,61542,182433,11022,4003,16805,8268,29796
1/8/2025,238954,2426,55658,224995,291400,295086,65385,178566,12038,4697,20143,9492,31477
2/8/2025,161233,2424,48874,155185,216047,174831,55627,111545,11821,5934,18461,8471,18595
3/8/2025,148312,2224,50191,140376,186282,149570,51301,93757,11975,4713,19244,6975,17876
4/8/2025,236408,2200,50356,220815,280041,291599,61723,180550,10966,2553,14740,8215,29893
5/8/2025,244384,2527,52084,228302,297339,313375,63469,188587,9316,2434,13098,8259,30173
6/8/2025,245935,2491,50728,231107,303063,315200,63888,192860,9686,2941,13780,8393,30477
7/8/2025,246380,2907,50850,229949,298482,311523,64849,187434,10856,3983,16229,8857,30679
8/8/2025,238584,3093,53779,230579,298882,304869,68622,182583,12118,4833,20033,9264,32740
9/8/2025,159027,2313,49513,161110,222570,183453,59248,115047,11895,5824,18482,8153,20045
10/8/2025,150362,2576,51649,143079,191154,156323,55533,97624,12013,4648,20174,7367,19807
11/8/2025,242499,2395,50905,227198,290197,298124,65006,187683,11122,2833,15665,8244,31033
12/8/2025,244845,2476,52495,231574,301131,313864,65031,194508,9895,2441,13252,8871,31117
13/8/2025,250391,2350,50317,234026,305280,317711,64780,195257,9876,2395,12710,8823,31034
14/8/2025,238228,2442,50737,228220,296253,310138,65607,189728,11049,3810,16003,8717,31167
15/8/2025,239098,2429,52060,236250,299864,302575,68354,188873,12010,5263,20478,9506,32905
16/8/2025,160403,2304,48757,163331,229033,179423,57209,118233,11633,5833,18149,8570,19107
17/8/2025,146916,2352,50571,143260,189828,149871,52848,95500,11997,4419,20020,7239,18559
18/8/2025,242477,2281,50654,222256,282153,294249,60169,180743,11017,3154,13772,8586,30330
19/8/2025,244437,2277,50109,227785,295867,310787,62663,189840,9692,2414,12057,8313,30029
20/8/2025,249624,2187,50912,230437,302446,314664,61917,191536,9540,2515,12754,8263,29866
21/8/2025,240160,2298,46949,225511,290410,305933,61282,185110,10862,3793,15647,8754,29445
22/8/2025,237157,2338,51921,232112,294419,298371,64708,184885,11929,4681,18867,9354,31390
23/8/2025,159146,1874,45267,161738,220114,173210,51821,118332,11450,5542,16506,8404,17962
24/8/2025,142959,2113,44805,145195,182500,148618,47075,96049,11858,4455,17407,6859,16851
25/8/2025,237914,2234,48549,222327,282568,291967,60019,183336,10942,2903,13988,8422,29566
26/8/2025,244187,2138,49165,226225,293911,303887,60709,188264,9061,2115,12498,8065,28864
27/8/2025,242859,2160,48778,227024,295451,307534,60124,189510,9870,2895,12832,8144,28506
28/8/2025,233109,2282,47258,224592,291679,301116,59648,186097,11864,3921,18855,8937,28425
29/8/2025,233872,2260,51830,227900,294560,294741,62565,185130,13210,5410,23547,9490,34772
30/8/2025,166721,1677,46275,177518,242057,206196,64771,134323,13410,6048,19189,8615,21164
31/8/2025,243220,2707,52574,163868,236063,177127,66192,141093,12600,6477,19554,7224,20590
1/9/2025,134280,1629,45176,123590,173532,136334,44882,91120,13708,5371,21731,8537,20801
2/9/2025,237253,2325,50580,221172,280970,292560,57960,184088,11015,2331,14619,8047,29056
3/9/2025,239293,2401,47180,222752,287976,298834,57851,186270,9894,2345,12907,8322,28782
4/9/2025,233814,2502,48292,236328,293304,301093,60603,187599,11355,4176,21053,8896,31950
5/9/2025,159350,2693,43452,137357,196656,157325,50714,102477,12623,5633,16499,9707,18511
6/9/2025,164190,2287,43408,139337,203072,154070,50608,103677,12174,5767,15766,8698,16833
7/9/2025,153228,2646,44976,126849,168499,135055,45146,89315,13326,4736,21344,7638,18783
8/9/2025,236861,2198,49545,218944,280364,286375,56645,182747,10920,2801,14488,8711,29013
9/9/2025,241557,2513,49067,226285,295291,304164,57465,190356,9077,2735,12985,9235,29168
10/9/2025,241420,2437,50810,226766,298665,307969,57519,191250,10187,2989,13032,9334,29581
11/9/2025,237668,2402,49430,226085,291716,301812,58157,186692,11659,4434,18765,9018,29757
12/9/2025,234462,2387,50480,232658,287415,289356,61309,183427,13789,6086,23664,9817,36339
13/9/2025,150120,1927,44301,159119,222694,169814,51508,118074,13634,7294,21918,8561,23340
14/9/2025,150298,2331,50099,150123,211539,160941,62401,109702,13712,7049,19991,7704,21022
15/9/2025,136339,1788,39497,140930,219663,162054,61584,115703,13411,7954,20557,8996,22029
16/9/2025,133078,1750,45173,131435,188728,144887,49201,103683,13733,7374,23475,9108,21962
17/9/2025,222482,2014,48311,217719,294289,294225,60027,181640,13092,6614,19219,8620,31822
18/9/2025,223008,1780,47009,217539,295426,296587,60301,183632,12836,6515,18507,8411,30555
19/9/2025,217859,1853,47678,212612,286752,283308,60219,176788,13064,6355,18664,9381,28988
20/9/2025,145740,1772,43021,145668,203266,174407,49608,110892,12916,6399,18209,8007,17769
21/9/2025,135673,2017,44352,123434,166076,128084,41658,88104,13398,5175,18618,6832,16667
22/9/2025,229795,2334,48536,217704,276528,284721,54440,180590,11229,2607,14347,8225,27726
23/9/2025,237220,2169,48674,222617,288690,302287,56780,180239,9294,2497,12930,8311,28285
24/9/2025,240584,2172,48710,224543,292211,305537,56166,186069,9288,2802,13144,7907,28614
25/9/2025,239376,2123,47606,223720,287722,302035,58379,186091,10565,4240,15025,8680,29092
26/9/2025,229992,2238,50860,223056,287774,291930,62650,179254,12032,4705,18444,9443,29900
27/9/2025,151888,1958,44306,148294,207324,159919,53706,111401,11867,5642,16278,8324,18147
28/9/2025,136404,2151,40682,129909,173865,138535,46389,91322,12251,6210,17129,7080,16730
29/9/2025,227626,2187,48667,215741,278409,280914,56746,177141,10575,4025,14264,8263,28476
30/9/2025,233880,2277,50587,222353,291732,298226,56872,184585,9015,3971,12522,8471,28167
